id	facility_id	unit_id	process_id	work_hour	created_at	updated_at
28	3	3	9	8	2023-11-23 04:04:08.508639 +00:00	1700712248
29	3	3	10	8	2023-11-23 04:04:08.509906 +00:00	1700712248
30	3	3	11	8	2023-11-23 04:04:08.511690 +00:00	1700712248
31	3	3	12	8	2023-11-23 04:04:08.514198 +00:00	1700712248
32	3	3	13	8	2023-11-23 04:04:08.515738 +00:00	1700712248
33	3	3	14	8	2023-11-23 04:04:08.517349 +00:00	1700712248
34	3	3	15	8	2023-11-23 04:04:08.518758 +00:00	1700712248
35	3	3	16	8	2023-11-23 04:04:08.520234 +00:00	1700712248
36	3	3	17	8	2023-11-23 04:04:08.522272 +00:00	1700712248
37	3	3	18	8	2023-11-23 04:04:08.527593 +00:00	1700712248
38	3	3	19	8	2023-11-23 04:04:08.529119 +00:00	1700712248
39	20	24	1	8	2023-11-24 05:59:40.094406 +00:00	1700805580
40	20	24	2	8	2023-11-24 05:59:40.096937 +00:00	1700805580
41	20	24	3	8	2023-11-24 05:59:40.098859 +00:00	1700805580
42	20	24	4	8	2023-11-24 05:59:40.100577 +00:00	1700805580
43	20	24	5	8	2023-11-24 05:59:40.102730 +00:00	1700805580
44	20	24	6	8	2023-11-24 05:59:40.104889 +00:00	1700805580
45	20	24	7	8	2023-11-24 05:59:40.106735 +00:00	1700805580
46	20	24	8	8	2023-11-24 05:59:40.108346 +00:00	1700805580
47	20	24	9	8	2023-11-24 05:59:40.109832 +00:00	1700805580
48	20	24	10	8	2023-11-24 05:59:40.111402 +00:00	1700805580
49	20	24	11	8	2023-11-24 05:59:40.112885 +00:00	1700805580
50	20	24	12	8	2023-11-24 05:59:40.114471 +00:00	1700805580
51	20	24	13	8	2023-11-24 05:59:40.115960 +00:00	1700805580
52	20	24	14	8	2023-11-24 05:59:40.117576 +00:00	1700805580
53	20	24	15	8	2023-11-24 05:59:40.119043 +00:00	1700805580
54	20	24	16	8	2023-11-24 05:59:40.120494 +00:00	1700805580
55	20	24	17	8	2023-11-24 05:59:40.121853 +00:00	1700805580
56	20	24	18	8	2023-11-24 05:59:40.124663 +00:00	1700805580
57	20	24	19	8	2023-11-24 05:59:40.126440 +00:00	1700805580
58	20	24	20	8	2023-11-24 05:59:40.128200 +00:00	1700805580
59	20	24	21	8	2023-11-24 05:59:40.129714 +00:00	1700805580
60	20	24	22	8	2023-11-24 05:59:40.131288 +00:00	1700805580
61	20	24	23	8	2023-11-24 05:59:40.132781 +00:00	1700805580
62	20	24	24	8	2023-11-24 05:59:40.134479 +00:00	1700805580
63	20	24	25	8	2023-11-24 05:59:40.135969 +00:00	1700805580
64	20	24	26	8	2023-11-24 05:59:40.137637 +00:00	1700805580
65	21	25	1	8	2023-11-29 02:32:50.516046 +00:00	1701225170
66	21	25	2	8	2023-11-29 02:32:50.518057 +00:00	1701225170
67	21	25	3	8	2023-11-29 02:32:50.519915 +00:00	1701225170
68	21	25	4	8	2023-11-29 02:32:50.521700 +00:00	1701225170
69	21	25	5	8	2023-11-29 02:32:50.523598 +00:00	1701225170
70	21	25	6	8	2023-11-29 02:32:50.525299 +00:00	1701225170
71	21	25	7	8	2023-11-29 02:32:50.527101 +00:00	1701225170
72	21	25	8	8	2023-11-29 02:32:50.528963 +00:00	1701225170
73	21	25	9	8	2023-11-29 02:32:50.530602 +00:00	1701225170
74	21	25	10	8	2023-11-29 02:32:50.532505 +00:00	1701225170
75	21	25	11	8	2023-11-29 02:32:50.535166 +00:00	1701225170
76	21	25	12	8	2023-11-29 02:32:50.536810 +00:00	1701225170
77	21	25	13	8	2023-11-29 02:32:50.538470 +00:00	1701225170
78	21	25	14	8	2023-11-29 02:32:50.541428 +00:00	1701225170
79	21	25	15	8	2023-11-29 02:32:50.543816 +00:00	1701225170
80	21	25	16	8	2023-11-29 02:32:50.546280 +00:00	1701225170
81	21	25	17	8	2023-11-29 02:32:50.548269 +00:00	1701225170
82	21	25	18	8	2023-11-29 02:32:50.550721 +00:00	1701225170
83	21	25	19	8	2023-11-29 02:32:50.553103 +00:00	1701225170
84	21	25	20	8	2023-11-29 02:32:50.555320 +00:00	1701225170
85	21	25	21	8	2023-11-29 02:32:50.557233 +00:00	1701225170
86	21	25	22	8	2023-11-29 02:32:50.559347 +00:00	1701225170
87	21	25	23	8	2023-11-29 02:32:50.561202 +00:00	1701225170
88	21	25	24	8	2023-11-29 02:32:50.563239 +00:00	1701225170
89	21	25	25	8	2023-11-29 02:32:50.566325 +00:00	1701225170
90	21	25	26	8	2023-11-29 02:32:50.568887 +00:00	1701225170
