2	メカ設計	0	2023-09-25 02:30:08.989865 +00:00	1695702957
3	ハード設計	1	2023-09-25 02:30:13.969775 +00:00	1695702957
4	ソフト設計	2	2023-09-25 02:30:18.858215 +00:00	1695702957
8	手配	3	2023-09-25 02:33:37.120004 +00:00	1695702957
5	組立	4	2023-09-25 02:30:22.938099 +00:00	1695702957
6	配線	5	2023-09-25 02:30:28.072411 +00:00	1695702957
7	デバッグ	6	2023-09-25 02:30:34.342865 +00:00	1695702957
9	流動確認	7	2023-09-26 04:35:54.619383 +00:00	1695702957
1	工程A	8	2023-09-21 15:00:32.776923 +00:00	1695702957
